Name,Type,Start_Col,End_Col,Col_Width
C17_B,Numeric,126,126,1
C17_C,Numeric,127,127,1
C17_D,Numeric,128,128,1
C17_E,Numeric,129,129,1
C17_F,Numeric,130,130,1
C18_A,Numeric,131,131,1
C18_B,Numeric,132,132,1
C18_C,Numeric,133,133,1
C18_D,Numeric,134,134,1
C18_E,Numeric,135,135,1
C18_F,Numeric,136,136,1
C18_G,Numeric,137,137,1
C18_H,Numeric,138,138,1
C18_I,Numeric,139,139,1
C18_J,Numeric,140,140,1
C19,Numeric,141,141,1
C20,Numeric,142,142,1
C21_A,Numeric,143,143,1
C21_B,Numeric,144,144,1
C21_C,Numeric,145,145,1
C21_D,Numeric,146,146,1
C21_E,Numeric,147,147,1
C21_F,Numeric,148,148,1
C22_A,Numeric,149,149,1
C22_B,Numeric,150,150,1
C22_C,Numeric,151,151,1
C22_D,Numeric,152,152,1
C22_E,Numeric,153,153,1
C22_F,Numeric,154,154,1
C22_G,Numeric,155,155,1
C22_H,Numeric,156,156,1
C22_I,Numeric,157,157,1
C22_J,Numeric,158,158,1
C22_K,Numeric,159,159,1
C22_L,Numeric,160,160,1
C22_M,Numeric,161,161,1
C22_N,Numeric,162,162,1
D1_A,Numeric,163,163,1
D1_B,Numeric,164,164,1
D1_C,Numeric,165,165,1
D1_D,Numeric,166,166,1
D1_E,Numeric,167,167,1
D2,Numeric,168,168,1
D3_A,Numeric,169,169,1
D3_B,Numeric,170,170,1
D3_C,Numeric,171,171,1
D3_D,Numeric,172,172,1
D3_E,Numeric,173,173,1
D3_F,Numeric,174,174,1
D3_G,Numeric,175,175,1
D3_H,Numeric,176,176,1
D3_I,Numeric,177,177,1
D3_J,Numeric,178,178,1
D4_A,Numeric,179,179,1
D4_B,Numeric,180,180,1
D4_C,Numeric,181,181,1
D4_D,Numeric,182,182,1
D4_E,Numeric,183,183,1
D4_F,Numeric,184,184,1
D4_G,Numeric,185,185,1
D4_H,Numeric,186,186,1
D4_I,Numeric,187,187,1
D4_J,Numeric,188,188,1
D4_K,Numeric,189,189,1
D5,Numeric,190,190,1
D6,Numeric,191,191,1
D7,Numeric,192,192,1
D7_1,Numeric,193,193,1
D7_2,Numeric,194,194,1
D7_3,Numeric,195,195,1
D7_4,Numeric,196,196,1
D8_A,Numeric,197,198,2
D8_B,Numeric,199,200,2
D9_A,Numeric,201,202,2
D9_B,Numeric,203,204,2
E1_A,Numeric,205,205,1
E1_B,Numeric,206,206,1
E1_C,Numeric,207,207,1
E1_D,Numeric,208,208,1
E1_E,Numeric,209,209,1
E1_F,Numeric,210,210,1
E1_G,Numeric,211,211,1
E1_H,Numeric,212,212,1
E1_I,Numeric,213,213,1
E1_J,Numeric,214,214,1
E1_K,Numeric,215,215,1
E1_L,Numeric,216,216,1
E1_M,Numeric,217,217,1
E1_N,Numeric,218,218,1
E2_A,Numeric,219,219,1
E2_B,Numeric,220,220,1
E2_C,Numeric,221,221,1
E2_D,Numeric,222,222,1
E2_E,Numeric,223,223,1
E2_F,Numeric,224,224,1
E3,Numeric,225,225,1
E4,Numeric,226,226,1
E5,Numeric,227,227,1
E6,Numeric,228,228,1
E7,Numeric,229,229,1
E8,Numeric,230,230,1
E9,Numeric,231,231,1
E10,Numeric,232,232,1
E11,Numeric,233,233,1
E12,Numeric,234,234,1
E13,Numeric,235,235,1
E14,Numeric,236,236,1
E15,Numeric,237,237,1
E16,Numeric,238,238,1
E17,Numeric,239,239,1
E18_A,Numeric,240,240,1
E18_B,Numeric,241,241,1
E18_C,Numeric,242,242,1
E18_D,Numeric,243,243,1
E19_A,Numeric,244,244,1
E19_B,Numeric,245,245,1
E19_C,Numeric,246,246,1
E19_D,Numeric,247,247,1
E19_E,Numeric,248,248,1
E19_F,Numeric,249,249,1
E20,Numeric,250,250,1
E21_A,Numeric,251,251,1
E21_B,Numeric,252,252,1
E21_C,Numeric,253,253,1
E21_D,Numeric,254,254,1
E21_E,Numeric,255,255,1
E22_A,Numeric,256,256,1
E22_B,Numeric,257,257,1
E22_C,Numeric,258,258,1
E23,Numeric,259,259,1
E23_1,Numeric,260,260,1
E23_2,Numeric,261,261,1
E23_3,Numeric,262,262,1
E24,Numeric,263,263,1
E25,Numeric,264,264,1
E26,Numeric,265,265,1
E27_A,Numeric,266,266,1
E27_B,Numeric,267,267,1
E27_C,Numeric,268,268,1
F1,Numeric,269,269,1
F2,Numeric,270,270,1
F3,Numeric,271,271,1
F4,Numeric,272,273,2
F5_A,Numeric,274,274,1
F5_B,Numeric,275,275,1
F5_C,Numeric,276,276,1
F5_D,Numeric,277,277,1
F5_E,Numeric,278,278,1
F5_F,Numeric,279,279,1
F5_G,Numeric,280,280,1
F5_H,Numeric,281,281,1
F6_A,Numeric,282,282,1
F6_B,Numeric,283,283,1
F6_C,Numeric,284,284,1
F6_D,Numeric,285,285,1
F6_E,Numeric,286,286,1
F6_F,Numeric,287,287,1
F6_G,Numeric,288,288,1
F6_H,Numeric,289,289,1
F6_I,Numeric,290,290,1
G1,Numeric,291,291,1
G2,Numeric,292,292,1
G3,Numeric,293,293,1
G3_1,Numeric,294,294,1
G3_2,Numeric,295,295,1
G3_3,Numeric,296,296,1
G3_4,Numeric,297,297,1
G3_5,Numeric,298,298,1
G4,Numeric,299,299,1
G5,Numeric,300,300,1
G6,Numeric,301,301,1
G7_A,Numeric,302,302,1
G7_B,Numeric,303,303,1
G8,Numeric,304,304,1
G9,Numeric,305,305,1
G10,Numeric,306,306,1
G11,Numeric,307,307,1
G12,Numeric,308,308,1
G13,Numeric,309,309,1
G14,Numeric,310,310,1
G15,Numeric,311,311,1
G16,Numeric,312,312,1
G17,Numeric,313,313,1
SEX,Numeric,314,314,1
DRINKCAT,Numeric,315,315,1
OCCALC,Numeric,316,316,1
USUALBIN,Numeric,317,317,1
DRUNKN30,Numeric,318,318,1
DR2DRUNK,Numeric,319,319,1
DRPROBA,Numeric,320,320,1
DRPROBB,Numeric,321,321,1
DRPROBC,Numeric,322,322,1
DRPROBD,Numeric,323,323,1
DRPROBE,Numeric,324,324,1
DRPROBF,Numeric,325,325,1
DRPROBG,Numeric,326,326,1
DRPROBH,Numeric,327,327,1
DRPROBI,Numeric,328,328,1
DRPROBJ,Numeric,329,329,1
DRPROBK,Numeric,330,330,1
DRPROBL,Numeric,331,331,1
DRPROBM,Numeric,332,332,1
DRPROBN,Numeric,333,333,1
DRDRIVE,Numeric,334,334,1
BNGDRIVE,Numeric,335,335,1
PASSDRDV,Numeric,336,336,1
SECALC_A,Numeric,337,337,1
SECALC_B,Numeric,338,338,1
SECALC_C,Numeric,339,339,1
SECALC_D,Numeric,340,340,1
SECALC_E,Numeric,341,341,1
SECALC_F,Numeric,342,342,1
SECALC_G,Numeric,343,343,1
SECALC_H,Numeric,344,344,1
SECALC_I,Numeric,345,345,1
SECALC_J,Numeric,346,346,1
SECALC_K,Numeric,347,347,1
DAYE1A,Numeric,348,348,1
DAYE1B,Numeric,349,349,1
DAYE1C,Numeric,350,350,1
DAYE1D,Numeric,351,351,1
DAYE1E,Numeric,352,352,1
DAYE1F,Numeric,353,353,1
DAYE1G,Numeric,354,354,1
DAYE1H,Numeric,355,355,1
DAYE1I,Numeric,356,356,1
DAYE1J,Numeric,357,357,1
DAYE1K,Numeric,358,358,1
DAYE1L,Numeric,359,359,1
DAYE1M,Numeric,360,360,1
DAYE1N,Numeric,361,361,1
YEARE1A,Numeric,362,362,1
YEARE1B,Numeric,363,363,1
YEARE1C,Numeric,364,364,1
YEARE1D,Numeric,365,365,1
YEARE1E,Numeric,366,366,1
YEARE1F,Numeric,367,367,1
YEARE1G,Numeric,368,368,1
YEARE1H,Numeric,369,369,1
YEARE1I,Numeric,370,370,1
YEARE1J,Numeric,371,371,1
YEARE1K,Numeric,372,372,1
YEARE1L,Numeric,373,373,1
YEARE1M,Numeric,374,374,1
YEARE1N,Numeric,375,375,1
HSUBINGE,Numeric,376,376,1
BINGE,Numeric,377,377,1
DRIVE,Numeric,378,378,1
NUMPROB,Numeric,379,381,3
ANYDRUG1,Numeric,382,382,1
ANYDRUG2,Numeric,383,383,1
PERSIST,Numeric,384,384,1
PROB5,Numeric,385,385,1
GIVEUP,Numeric,386,386,1
NOBINGE,Numeric,387,387,1
UPTAKE,Numeric,388,388,1
CONTBING,Numeric,389,389,1
DD_1,Numeric,390,390,1
DD_5,Numeric,391,391,1
FULLYEAR,Numeric,392,395,4
YEAR,Numeric,396,397,2
OTH,Numeric,398,398,1
NATIVAM,Numeric,399,399,1
OTHER,Numeric,400,400,1
AA,Numeric,401,401,1
ASIAN,Numeric,402,402,1
RACE,Numeric,403,403,1
CLASS,Numeric,404,404,1
HISPANIC,Numeric,405,405,1
NEVERMAR,Numeric,406,406,1
YOUNGSTU,Numeric,407,407,1
WHITE,Numeric,408,408,1
CIGUSE,Numeric,409,409,1
CIGYEAR,Numeric,410,410,1
EVERSMOK,Numeric,411,411,1
SMOKERS,Numeric,412,412,1
QUITTERS,Numeric,413,413,1
UNDERAGE,Numeric,414,414,1
FREQBING,Numeric,415,415,1
MEMGREEK,Numeric,416,416,1
FRESH,Numeric,417,417,1
SOPH,Numeric,418,418,1
JUNIOR,Numeric,419,419,1
SENIOR,Numeric,420,420,1
ATHLETE,Numeric,421,421,1
CHEWTOB,Numeric,422,422,1
PHYSACT,Numeric,423,423,1
EVERCHEW,Numeric,424,424,1
CHEWQUIT,Numeric,425,425,1
DORMS,Numeric,426,426,1
OFFCAMP,Numeric,427,427,1
FRATHOUS,Numeric,428,428,1
OTHRHOUS,Numeric,429,429,1
PARDRK,Numeric,430,430,1
PARAPRV,Numeric,431,431,1
GRADE,Numeric,432,432,1
F70FRND,Numeric,433,433,1
F30FRND,Numeric,434,434,1
AGEGROUP,Numeric,435,435,1
AGELT21,Numeric,436,436,1
AGE2123,Numeric,437,437,1
AGEGT23,Numeric,438,438,1
SELFRATE,Numeric,439,439,1
SELFEVER,Numeric,440,440,1
STWGT_97,Numeric,441,459,19
WEIGHT97,Numeric,460,478,19
VOL30,Numeric,479,483,5
SERIAL,Numeric,484,486,3
COMMENTS,Numeric,487,487,1
DATERECD,Date mm/dd/yyyy,488,498,11
DATESCAN,Date mm/dd/yyyy,499,509,11
FORMCODE,Numeric,510,512,3
IPEDS,Numeric,513,516,4
