Name,Type,Start_Col,End_Col,Col_Width
C17C,Numeric,133,133,1
C17D,Numeric,134,134,1
C17E,Numeric,135,135,1
C17F,Numeric,136,136,1
C17G,Numeric,137,137,1
C17H,Numeric,138,138,1
C17I,Numeric,139,139,1
C17J,Numeric,140,140,1
C17K,Numeric,141,141,1
C17L,Numeric,142,142,1
C17M,Numeric,143,143,1
C17N,Numeric,144,144,1
C18A,Numeric,145,145,1
C18B,Numeric,146,146,1
C18C,Numeric,147,147,1
C18D,Numeric,148,148,1
C18E,Numeric,149,149,1
C18F,Numeric,150,150,1
C19A,Numeric,151,151,1
C19B,Numeric,152,152,1
C19C,Numeric,153,153,1
C19D,Numeric,154,154,1
C19E,Numeric,155,155,1
C19F,Numeric,156,156,1
C19G,Numeric,157,157,1
C19H,Numeric,158,158,1
C20A,Numeric,159,159,1
C20B,Numeric,160,160,1
C20C,Numeric,161,161,1
C20D,Numeric,162,162,1
C20E,Numeric,163,163,1
C20F,Numeric,164,164,1
C20G,Numeric,165,165,1
C20H,Numeric,166,166,1
C20I,Numeric,167,167,1
C20J,Numeric,168,168,1
C20K,Numeric,169,169,1
C20L,Numeric,170,170,1
C21,Numeric,171,171,1
C22A,Numeric,172,172,1
C22B,Numeric,173,173,1
C22C,Numeric,174,174,1
C22D,Numeric,175,175,1
C22E,Numeric,176,176,1
C22F,Numeric,177,177,1
C22G,Numeric,178,178,1
C22H,Numeric,179,179,1
C22I,Numeric,180,180,1
C22J,Numeric,181,181,1
C22K,Numeric,182,182,1
C22L,Numeric,183,183,1
C22M,Numeric,184,184,1
C22N,Numeric,185,185,1
C22O,Numeric,186,186,1
C22P,Numeric,187,187,1
C22Q,Numeric,188,188,1
C22R,Numeric,189,189,1
D1A,Numeric,190,190,1
D1B,Numeric,191,191,1
D1C,Numeric,192,192,1
D1D,Numeric,193,193,1
D1E,Numeric,194,194,1
D1F,Numeric,195,195,1
D1G,Numeric,196,196,1
D1H,Numeric,197,197,1
D1I,Numeric,198,198,1
D1J,Numeric,199,199,1
D1K,Numeric,200,200,1
D2A,Numeric,201,202,2
D2B,Numeric,203,204,2
D3A,Numeric,205,206,2
D3B,Numeric,207,208,2
D4,Numeric,209,209,1
D5,Numeric,210,210,1
D6,Numeric,211,211,1
D7A,Numeric,212,212,1
D7B,Numeric,213,213,1
E1A,Numeric,214,214,1
E1B,Numeric,215,215,1
E1C,Numeric,216,216,1
E1D,Numeric,217,217,1
E1E,Numeric,218,218,1
E1F,Numeric,219,219,1
E1G,Numeric,220,220,1
E1H,Numeric,221,221,1
E1I,Numeric,222,222,1
E1J,Numeric,223,223,1
E1K,Numeric,224,224,1
E1L,Numeric,225,225,1
E1M,Numeric,226,226,1
E1N,Numeric,227,227,1
E1O,Numeric,228,228,1
E1P,Numeric,229,229,1
E2A,Numeric,230,230,1
E2B,Numeric,231,231,1
E2C,Numeric,232,232,1
E2D,Numeric,233,233,1
E2E,Numeric,234,234,1
E2F,Numeric,235,235,1
E2G,Numeric,236,236,1
E3,Numeric,237,237,1
E4,Numeric,238,238,1
E5,Numeric,239,239,1
E6,Numeric,240,240,1
E7,Numeric,241,241,1
E8,Numeric,242,242,1
E9,Numeric,243,243,1
E10,Numeric,244,244,1
E11,Numeric,245,245,1
E12,Numeric,246,246,1
E13,Numeric,247,247,1
E14A,Numeric,248,248,1
E14B,Numeric,249,249,1
E14C,Numeric,250,250,1
E14D,Numeric,251,251,1
E14E,Numeric,252,252,1
E14F,Numeric,253,253,1
E14G,Numeric,254,254,1
E14H,Numeric,255,255,1
E14I,Numeric,256,256,1
E14J,Numeric,257,257,1
E14K,Numeric,258,258,1
E15,Numeric,259,259,1
E16,Numeric,260,260,1
E17,Numeric,261,261,1
E18,Numeric,262,262,1
E19A,Numeric,263,263,1
E19B,Numeric,264,264,1
E19C,Numeric,265,265,1
E19D,Numeric,266,266,1
E19E,Numeric,267,267,1
E20A,Numeric,268,268,1
E20B,Numeric,269,269,1
E20C,Numeric,270,270,1
E21,Numeric,271,271,1
E22,Numeric,272,272,1
E23,Numeric,273,273,1
E24,Numeric,274,274,1
F1,Numeric,275,275,1
F2,Numeric,276,276,1
F3,Numeric,277,277,1
F4,Numeric,278,279,2
F5A,Numeric,280,280,1
F5B,Numeric,281,281,1
F5C,Numeric,282,282,1
F5D,Numeric,283,283,1
F5E,Numeric,284,284,1
F5F,Numeric,285,285,1
F5G,Numeric,286,286,1
F5H,Numeric,287,287,1
F6A,Numeric,288,288,1
F6B,Numeric,289,289,1
F6C,Numeric,290,290,1
F6D,Numeric,291,291,1
F6E,Numeric,292,292,1
F6F,Numeric,293,293,1
F6G,Numeric,294,294,1
F6H,Numeric,295,295,1
F6I,Numeric,296,296,1
F6J,Numeric,297,297,1
F6K,Numeric,298,298,1
G1,Numeric,299,299,1
G2,Numeric,300,300,1
G3A,Numeric,301,301,1
G3B,Numeric,302,302,1
G3C,Numeric,303,303,1
G3D,Numeric,304,304,1
G3E,Numeric,305,305,1
G4,Numeric,306,306,1
G5A,Numeric,307,307,1
G5B,Numeric,308,308,1
G6,Numeric,309,309,1
G7,Numeric,310,312,3
G8FEET,Numeric,313,313,1
G8INCH,Numeric,314,315,2
G9A,Numeric,316,316,1
G9B,Numeric,317,317,1
G9C,Numeric,318,318,1
G9D,Numeric,319,319,1
G9E,Numeric,320,320,1
G9F,Numeric,321,321,1
G9G,Numeric,322,322,1
G9H,Numeric,323,323,1
G9I,Numeric,324,324,1
G10,Numeric,325,325,1
G11,Numeric,326,326,1
G12,Numeric,327,327,1
G13,Numeric,328,328,1
G14,Numeric,329,329,1
G15,Numeric,330,330,1
G16,Numeric,331,331,1
G17,Numeric,332,332,1
G18,Numeric,333,333,1
G19,Numeric,334,334,1
G20,Numeric,335,335,1
SEX,Numeric,336,336,1
DRINKCAT,Numeric,337,337,1
OCCALC,Numeric,338,338,1
USUALBIN,Numeric,339,339,1
DRUNKN30,Numeric,340,340,1
DR2DRUNK,Numeric,341,341,1
DRPROBA,Numeric,342,342,1
DRPROBB,Numeric,343,343,1
DRPROBC,Numeric,344,344,1
DRPROBD,Numeric,345,345,1
DRPROBE,Numeric,346,346,1
DRPROBF,Numeric,347,347,1
DRPROBG,Numeric,348,348,1
DRPROBH,Numeric,349,349,1
DRPROBI,Numeric,350,350,1
DRPROBJ,Numeric,351,351,1
DRPROBK,Numeric,352,352,1
DRPROBL,Numeric,353,353,1
DRPROBM,Numeric,354,354,1
DRPROBN,Numeric,355,355,1
DRDRIVE,Numeric,356,356,1
BNGDRIVE,Numeric,357,357,1
PASSDRDV,Numeric,358,358,1
SECALC_A,Numeric,359,359,1
SECALC_B,Numeric,360,360,1
SECALC_C,Numeric,361,361,1
SECALC_D,Numeric,362,362,1
SECALC_E,Numeric,363,363,1
SECALC_F,Numeric,364,364,1
SECALC_G,Numeric,365,365,1
SECALC_H,Numeric,366,366,1
SECALC_I,Numeric,367,367,1
SECALC_J,Numeric,368,368,1
SECALC_K,Numeric,369,369,1
DAYE1A,Numeric,370,370,1
DAYE1B,Numeric,371,371,1
DAYE1C,Numeric,372,372,1
DAYE1D,Numeric,373,373,1
DAYE1E,Numeric,374,374,1
DAYE1F,Numeric,375,375,1
DAYE1G,Numeric,376,376,1
DAYE1H,Numeric,377,377,1
DAYE1I,Numeric,378,378,1
DAYE1J,Numeric,379,379,1
DAYE1K,Numeric,380,380,1
DAYE1L,Numeric,381,381,1
DAYE1M,Numeric,382,382,1
DAYE1N,Numeric,383,383,1
DAYE1O,Numeric,384,384,1
DAYE1P,Numeric,385,385,1
YEARE1A,Numeric,386,386,1
YEARE1B,Numeric,387,387,1
YEARE1C,Numeric,388,388,1
YEARE1D,Numeric,389,389,1
YEARE1E,Numeric,390,390,1
YEARE1F,Numeric,391,391,1
YEARE1G,Numeric,392,392,1
YEARE1H,Numeric,393,393,1
YEARE1I,Numeric,394,394,1
YEARE1J,Numeric,395,395,1
YEARE1K,Numeric,396,396,1
YEARE1L,Numeric,397,397,1
YEARE1M,Numeric,398,398,1
YEARE1N,Numeric,399,399,1
YEARE1O,Numeric,400,400,1
YEARE1P,Numeric,401,401,1
HSUBINGE,Numeric,402,402,1
BINGE,Numeric,403,403,1
DRIVE,Numeric,404,404,1
NUMPROB,Numeric,405,407,3
ANYDRUG1,Numeric,408,408,1
ANYDRUG2,Numeric,409,409,1
PERSIST,Numeric,410,410,1
PROB5,Numeric,411,411,1
GIVEUP,Numeric,412,412,1
NOBINGE,Numeric,413,413,1
UPTAKE,Numeric,414,414,1
CONTBING,Numeric,415,415,1
DD_1,Numeric,416,416,1
DD_5,Numeric,417,417,1
SMOKE30,Numeric,418,418,1
SMOKEYR,Numeric,419,419,1
SURVDATE,Numeric,420,425,6
FULLYEAR,Numeric,426,429,4
YEAR,Numeric,430,431,2
OTH,Numeric,432,432,1
NATIVAM,Numeric,433,433,1
OTHER,Numeric,434,434,1
AA,Numeric,435,435,1
ASIAN,Numeric,436,436,1
RACE,Numeric,437,437,1
CLASS,Numeric,438,438,1
HISPANIC,Numeric,439,439,1
NEVERMAR,Numeric,440,440,1
YOUNGSTU,Numeric,441,441,1
WHITE,Numeric,442,442,1
CIGUSE,Numeric,443,443,1
CIGYEAR,Numeric,444,444,1
EVERSMOK,Numeric,445,445,1
SMOKERS,Numeric,446,446,1
QUITTERS,Numeric,447,447,1
UNDERAGE,Numeric,448,448,1
FREQBING,Numeric,449,449,1
MEMGREEK,Numeric,450,450,1
FRESH,Numeric,451,451,1
SOPH,Numeric,452,452,1
JUNIOR,Numeric,453,453,1
SENIOR,Numeric,454,454,1
ATHLETE,Numeric,455,455,1
CHEWTOB,Numeric,456,456,1
PHYSACT,Numeric,457,457,1
EVERCHEW,Numeric,458,458,1
CHEWQUIT,Numeric,459,459,1
DORMS,Numeric,460,460,1
OFFCAMP,Numeric,461,461,1
FRATHOUS,Numeric,462,462,1
OTHRHOUS,Numeric,463,463,1
PARDRK,Numeric,464,464,1
PARAPRV,Numeric,465,465,1
GRADE,Numeric,466,466,1
F70FRND,Numeric,467,467,1
F30FRND,Numeric,468,468,1
AGEGROUP,Numeric,469,469,1
AGELT21,Numeric,470,470,1
AGE2123,Numeric,471,471,1
AGEGT23,Numeric,472,472,1
SELFRATE,Numeric,473,473,1
SELFEVER,Numeric,474,474,1
STWGT_99,Numeric,475,493,19
WEIGHT99,Numeric,494,512,19
VOL30,Numeric,513,517,5
SERIAL,Numeric,518,520,3
DATEMO,Numeric,521,521,1
DATEDAY,Numeric,522,523,2
DATEYR,Numeric,524,525,2
COMMENTS,Numeric,526,526,1
IPEDS,Numeric,527,530,4
